Name,ISIN,Transaction Date,Currency Transaction Price,Transaction price,Currency AuM, AuM ,TIS
Robeco Sustainable European Stars Equities D EUR,LU0187077218,05-May-23,EUR,69.15,EUR,827236966.08,
Robeco Sustainable European Stars Equities E EUR,LU1143725361,05-May-23,EUR,134.97,EUR,827236966.08,
Robeco Sustainable European Stars Equities F EUR,LU0940006702,05-May-23,EUR,193.52,EUR,827236966.08,
Robeco Sustainable European Stars Equities G EUR,LU1736383297,05-May-23,EUR,119.75,EUR,827236966.08,
Robeco Sustainable European Stars Equities I EUR,LU0209860427,05-May-23,EUR,271.38,EUR,827236966.08,
Robeco Sustainable European Stars Equities Z EUR,LU1718492686,05-May-23,EUR,140.07,EUR,827236966.08,
Robeco Sustainable European Stars Equities I USD,LU1700711747,05-May-23,USD,122.39,EUR,827236966.08,
Robeco Sustainable European Stars Equities I GBP,LU1994987037,05-May-23,GBP,123.64,EUR,827236966.08,
Robeco Sustainable European Stars  Equities D USD,LU1994987466,05-May-23,USD,119.05,EUR,827236966.08,
Robeco Sustainable European Stars Equities M2 EUR,LU1994987540,05-May-23,EUR,115.23,EUR,827236966.08,
Robeco QI European Active Equities D EUR,LU1654173993,05-May-23,EUR,130.31,EUR,65601482.50,
Robeco QI European Active Equities F EUR,LU1654174025,05-May-23,EUR,132.43,EUR,65601482.50,
Robeco QI European Active Equities I EUR,LU1654174298,05-May-23,EUR,132.98,EUR,65601482.50,
Robeco QI European Active Equities D USD,LU1654174371,05-May-23,USD,120.81,EUR,65601482.50,
Robeco QI European Active Equities F USD,LU1654174454,05-May-23,USD,122.77,EUR,65601482.50,
Robeco QI European Active Equities I USD,LU1654174538,05-May-23,USD,124.77,EUR,65601482.50,
Robeco QI European Active Equities Z USD,LU2462324075,05-May-23,USD,104.52,EUR,65601482.50,
Robeco QI European Active Equities Z EUR,LU2480019095,05-May-23,EUR,106.41,EUR,65601482.50,
Robeco Financial Institutions Bonds B EUR,LU0622663093,05-May-23,EUR,90.79,EUR,1718373908.57,
Robeco Financial Institutions Bonds C EUR,LU0971565576,05-May-23,EUR,87.88,EUR,1718373908.57,
Robeco Financial Institutions Bonds D EUR,LU0622663176,05-May-23,EUR,153.03,EUR,1718373908.57,
Robeco Financial Institutions Bonds F EUR,LU1718492769,05-May-23,EUR,97.86,EUR,1718373908.57,
Robeco Financial Institutions Bonds I EUR,LU0622664224,05-May-23,EUR,161.28,EUR,1718373908.57,
Robeco Financial Institutions Bonds M2 EUR,LU1648455837,05-May-23,EUR,92.84,EUR,1718373908.57,
Robeco Financial Institutions Bonds M3 EUR,LU1648455910,05-May-23,EUR,84.42,EUR,1718373908.57,
Robeco Financial Institutions Bonds Z2 EUR,LU1739948773,05-May-23,EUR,100.57,EUR,1718373908.57,
Robeco Financial Institutions Bonds IH CHF,LU1395483537,05-May-23,CHF,108.83,EUR,1718373908.57,
Robeco Financial Institutions Bonds IH GBP,LU1439788693,05-May-23,GBP,119.42,EUR,1718373908.57,
Robeco Financial Institutions Bonds IH JPY,LU1664414809,05-May-23,JPY,9987.95,EUR,1718373908.57,
Robeco Financial Institutions Bonds BH USD,LU1079558448,05-May-23,USD,87.65,EUR,1718373908.57,
Robeco Financial Institutions Bonds D2H USD,LU1440725700,05-May-23,USD,119.48,EUR,1718373908.57,
Robeco Financial Institutions Bonds D3H USD,LU1440725882,05-May-23,USD,94.99,EUR,1718373908.57,
Robeco Financial Institutions Bonds DH USD,LU1025004406,05-May-23,USD,138.04,EUR,1718373908.57,
Robeco Financial Institutions Bonds FH USD,LU1048590209,05-May-23,USD,138.76,EUR,1718373908.57,
Robeco Financial Institutions Bonds IBH USD,LU1493700998,05-May-23,USD,96.64,EUR,1718373908.57,
Robeco Financial Institutions Bonds IH USD,LU1117477098,05-May-23,USD,135.68,EUR,1718373908.57,
Robeco Financial Institutions Bonds M2H USD,LU1618352774,05-May-23,USD,106.70,EUR,1718373908.57,
Robeco Financial Institutions Bonds M3H USD,LU1618352857,05-May-23,USD,85.80,EUR,1718373908.57,
Robeco Financial Institutions Bonds MH USD,LU1117477171,05-May-23,USD,127.65,EUR,1718373908.57,
Robeco Financial Institutions Bonds BH SGD,LU1718492504,05-May-23,SGD,85.55,EUR,1718373908.57,
Robeco Financial Institutions Bonds IB EUR,LU2012948191,05-May-23,EUR,87.02,EUR,1718373908.57,
Robeco Financial Institutions Bonds 0D EUR,LU1171710608,05-May-23,EUR,102.25,EUR,1718373908.57,
Robeco Financial Institutions Bonds 0F EUR,LU1246241423,05-May-23,EUR,105.07,EUR,1718373908.57,
Robeco Financial Institutions Bonds 0I EUR,LU1090433381,05-May-23,EUR,108.12,EUR,1718373908.57,
Robeco Financial Institutions Bonds CH USD,LU1874124123,05-May-23,USD,92.30,EUR,1718373908.57,
Robeco New World Financials D EUR,LU0187077481,05-May-23,EUR,83.99,EUR,1216991920.33,
Robeco New World Financials E EUR,LU1648457296,05-May-23,EUR,127.78,EUR,1216991920.33,
Robeco New World Financials F EUR,LU0792910480,05-May-23,EUR,292.99,EUR,1216991920.33,
Robeco New World Financials I EUR,LU1629880342,05-May-23,EUR,144.89,EUR,1216991920.33,
Robeco New World Financials D USD,LU1079558364,05-May-23,USD,148.31,EUR,1216991920.33,
Robeco New World Financials F USD,LU1089191834,05-May-23,USD,122.37,EUR,1216991920.33,
Robeco New World Financials I USD,LU0955993034,05-May-23,USD,170.65,EUR,1216991920.33,
Robeco New World Financials M USD,LU1124238004,05-May-23,USD,114.44,EUR,1216991920.33,
Robeco New World Financials FH EUR,LU1840769779,05-May-23,EUR,113.85,EUR,1216991920.33,
Robeco New World Financials IE EUR,LU1821197768,05-May-23,EUR,11544.30,EUR,1216991920.33,
Robeco New World Financials M2 EUR,LU1857097874,05-May-23,EUR,114.40,EUR,1216991920.33,
Robeco QI Global Conservative Equities B EUR,LU0705780269,05-May-23,EUR,166.64,EUR,389617147.91,
Robeco QI Global Conservative High Dividend Eq. C EUR,LU0891727132,05-May-23,EUR,151.30,EUR,389617147.91,
Robeco QI Global Conservative Equities D EUR,LU0705782398,05-May-23,EUR,262.65,EUR,389617147.91,
Robeco QI Global Conservative Equities F EUR,LU1493700642,05-May-23,EUR,146.09,EUR,389617147.91,
Robeco QI Global Conservative Equities I EUR,LU0705783958,05-May-23,EUR,278.32,EUR,389617147.91,
Robeco QI Global Conservative Equities IH EUR,LU1346205104,05-May-23,EUR,149.92,EUR,389617147.91,
Robeco QI Global Conservative Equities F GBP,LU1408524814,05-May-23,GBP,168.31,EUR,389617147.91,
Robeco QI Global Conservative Equities D USD,LU0854930277,05-May-23,USD,189.99,EUR,389617147.91,
Robeco QI Global Conservative Equities I USD,LU0714908828,05-May-23,USD,233.95,EUR,389617147.91,
Robeco QI Global Conservative Equities Z USD,LU1025005478,05-May-23,USD,192.60,EUR,389617147.91,
Robeco QI Global Conservative Equities M2 EUR,LU1840770942,05-May-23,EUR,129.25,EUR,389617147.91,
Robeco Global Credits -– Short Maturity IH EUR,LU1648456215,05-May-23,EUR,96.93,EUR,398879044.06,
Robeco Global Credits -– Short Maturity IH GBP,LU1648456306,05-May-23,GBP,102.93,EUR,398879044.06,
Robeco Global Credits -– Short Maturity  IBH GBP,LU1648456488,05-May-23,GBP,92.96,EUR,398879044.06,
Robeco Global Credits - Short Maturity M2H EUR,LU1857098336,05-May-23,EUR,95.04,EUR,398879044.06,
Robeco Global Credits - Short Maturity I EUR,LU1857098419,05-May-23,EUR,109.05,EUR,398879044.06,
Robeco Global Credits - Short Maturity D2H USD,LU2080583128,05-May-23,USD,98.94,EUR,398879044.06,
Robeco Global Credits - Short Maturity IH USD,LU2080583474,05-May-23,USD,100.81,EUR,398879044.06,
Robeco Global Credits - Short Maturity FH EUR,LU2207422028,05-May-23,EUR,93.85,EUR,398879044.06,
Robeco Global Credits - Short Maturity DH SEK,LU2480019178,05-May-23,SEK,99.07,EUR,398879044.06,
Robeco Global Credits - Short Maturity DH EUR,LU2529316783,05-May-23,EUR,101.64,EUR,398879044.06,
Robeco QI Global Developed Active Equities G EUR,LU2012947540,05-May-23,EUR,132.89,EUR,66730193.56,
Robeco QI Global Developed Enhanced Index Equities D EUR,LU1654173217,05-May-23,EUR,158.78,EUR,75067552.08,
Robeco QI Global Developed Enhanced Index Equities F EUR,LU1654173308,05-May-23,EUR,161.03,EUR,75067552.08,
Robeco QI Global Developed Enhanced Index Equities I EUR,LU1654173480,05-May-23,EUR,161.79,EUR,75067552.08,
Robeco QI Global Developed Enhanced Index Equities D USD,LU1654173563,05-May-23,USD,147.19,EUR,75067552.08,
Robeco QI Global Developed Enhanced Index Equities F USD,LU1654173647,05-May-23,USD,149.28,EUR,75067552.08,
Robeco QI Global Developed Enhanced Index Equities I JPY,LU1821197172,05-May-23,JPY,16874.82,EUR,75067552.08,
Robeco MegaTrends D EUR,LU0974293671,05-May-23,EUR,229.20,EUR,44880659.13,
Robeco MegaTrends F EUR,LU0974293085,05-May-23,EUR,240.78,EUR,44880659.13,
Robeco MegaTrends M2 EUR,LU1945299706,05-May-23,EUR,126.29,EUR,44880659.13,
Robeco MegaTrends D USD,LU1025004588,05-May-23,USD,118.04,EUR,44880659.13,
Robeco MegaTrends F USD,LU2539431069,05-May-23,USD,118.37,EUR,44880659.13,
Robeco MegaTrends I USD,LU2539431143,05-May-23,USD,118.42,EUR,44880659.13,
Robeco Global Credits CH EUR,LU1071420373,05-May-23,EUR,88.24,EUR,2829439583.78,
Robeco Global Credits DH EUR,LU1362999564,05-May-23,EUR,103.55,EUR,2829439583.78,
Robeco Global Credits EH EUR,LU1278322778,05-May-23,EUR,90.12,EUR,2829439583.78,
Robeco Global Credits FH EUR,LU1685737402,05-May-23,EUR,96.94,EUR,2829439583.78,
Robeco Global Credits IBH EUR,LU1521666997,05-May-23,EUR,89.45,EUR,2829439583.78,
Robeco Global Credits IH EUR,LU1071420456,05-May-23,EUR,110.85,EUR,2829439583.78,
Robeco Global Credits M2H EUR,LU1648456058,05-May-23,EUR,90.13,EUR,2829439583.78,
Robeco Global Credits IEH AUD,LU1653089133,05-May-23,AUD,94.08,EUR,2829439583.78,
Robeco Global Credits IH BRL,LU1793227908,05-May-23,USD,91.06,EUR,2829439583.78,
Robeco Global Credits FH GBP,LU1408525548,05-May-23,GBP,108.42,EUR,2829439583.78,
Robeco Global Credits IBH GBP,LU1521667029,05-May-23,GBP,91.67,EUR,2829439583.78,
Robeco Global Credits IH GBP,LU1521666724,05-May-23,GBP,107.78,EUR,2829439583.78,
Robeco Global Credits D3H USD,LU1440725536,05-May-23,USD,97.54,EUR,2829439583.78,
Robeco Global Credits DH USD,LU1143726096,05-May-23,USD,121.86,EUR,2829439583.78,
Robeco Global Credits FH USD,LU1629880268,05-May-23,USD,110.81,EUR,2829439583.78,
Robeco Global Credits I USD,LU1479026897,05-May-23,USD,107.83,EUR,2829439583.78,
Robeco Global Credits IBH USD,LU1521667292,05-May-23,USD,96.22,EUR,2829439583.78,
Robeco Global Credits IH USD,LU1479029214,05-May-23,USD,113.73,EUR,2829439583.78,
Robeco Global Credits IBH JPY,LU1821197099,05-May-23,JPY,9135.64,EUR,2829439583.78,
Robeco Global Credits Z2H EUR,LU1739948427,05-May-23,EUR,103.25,EUR,2829439583.78,
Robeco Global Credits 0FH EUR,LU1196729534,05-May-23,EUR,97.96,EUR,2829439583.78,
Robeco Global Credits FH CHF,LU1940065193,05-May-23,CHF,97.26,EUR,2829439583.78,
Robeco Global Credits IH SGD,LU2258286793,05-May-23,SGD,87.51,EUR,2829439583.78,
Robeco Global Credit  IH SEK,LU2324509756,05-May-23,SEK,88.15,EUR,2829439583.78,
Robeco Global Credit DH SEK,LU2324509830,05-May-23,SEK,87.24,EUR,2829439583.78,
Robeco Digital Innovations D EUR,LU1602110675,05-May-23,EUR,169.65,EUR,64975070.03,
Robeco Digital Innovations F EUR,LU1602110758,05-May-23,EUR,177.39,EUR,64975070.03,
Robeco Digital Innovations I EUR,LU1602110832,05-May-23,EUR,177.46,EUR,64975070.03,
Robeco Digital Innovations D USD,LU1629880425,05-May-23,USD,163.92,EUR,64975070.03,
Robeco Digital Innovations F USD,LU1629880698,05-May-23,USD,171.34,EUR,64975070.03,
Robeco Digital Innovations I USD,LU1629880771,05-May-23,USD,171.65,EUR,64975070.03,
Robeco Digital Innovations M USD,LU1664415103,05-May-23,USD,152.84,EUR,64975070.03,
Robeco Digital Innovations M2 EUR,LU1857097957,05-May-23,EUR,147.08,EUR,64975070.03,
Robeco Sustainable Global Stars Equities D EUR,LU0387754996,05-May-23,EUR,453.21,EUR,635984576.37,
Robeco Sustainable Global Stars Equities F EUR,LU0940004913,05-May-23,EUR,287.33,EUR,635984576.37,
Robeco Sustainable Global Stars Equities IL EUR,LU1408525894,05-May-23,EUR,212.30,EUR,635984576.37,
Robeco Sustainable Global Stars Equities IL USD,LU2080584019,05-May-23,USD,138.21,EUR,635984576.37,
Robeco Sustainable Global Stars Equities DL USD,LU2100416564,05-May-23,USD,126.79,EUR,635984576.37,
Robeco Sustainable Global Stars Equities IL GBP,LU2207421723,05-May-23,GBP,124.45,EUR,635984576.37,
Robeco Sustainable Global Stars Equities I USD,LU2386386747,05-May-23,USD,94.72,EUR,635984576.37,
Robeco Sustainable Global Stars Equities E EUR,LU2457462617,05-May-23,EUR,93.33,EUR,635984576.37,
Robeco BP Global Premium Equities B EUR,LU0203975197,05-May-23,EUR,203.21,EUR,5097445573.15,
Robeco BP Global Premium Equities C EUR,LU0940004830,05-May-23,EUR,191.15,EUR,5097445573.15,
Robeco BP Global Premium Equities D EUR,LU0203975437,05-May-23,EUR,366.37,EUR,5097445573.15,
Robeco BP Global Premium Equities DH EUR,LU1549401203,05-May-23,EUR,135.37,EUR,5097445573.15,
Robeco BP Global Premium Equities F EUR,LU1208675808,05-May-23,EUR,166.25,EUR,5097445573.15,
Robeco BP Global Premium Equities FH EUR,LU1736383024,05-May-23,EUR,124.10,EUR,5097445573.15,
Robeco BP Global Premium Equities I EUR,LU0233138477,05-May-23,EUR,224.45,EUR,5097445573.15,
Robeco BP Global Premium Equities IB EUR,LU1521667375,05-May-23,EUR,124.42,EUR,5097445573.15,
Robeco BP Global Premium Equities IH EUR,LU1549401112,05-May-23,EUR,141.31,EUR,5097445573.15,
Robeco BP Global Premium Equities M2 EUR,LU1648455753,05-May-23,EUR,131.42,EUR,5097445573.15,
Robeco BP Global Premium Equities F GBP,LU1362999218,05-May-23,GBP,210.27,EUR,5097445573.15,
Robeco BP Global Premium Equities I GBP,LU1362999309,05-May-23,GBP,210.66,EUR,5097445573.15,
Robeco BP Global Premium Equities IB GBP,LU1533823289,05-May-23,GBP,141.50,EUR,5097445573.15,
Robeco BP Global Premium Equities D USD,LU0951559797,05-May-23,USD,194.25,EUR,5097445573.15,
Robeco BP Global Premium Equities DH USD,LU1260070781,05-May-23,USD,167.53,EUR,5097445573.15,
Robeco BP Global Premium Equities E USD,LU1058974137,05-May-23,USD,150.85,EUR,5097445573.15,
Robeco BP Global Premium Equities F USD,LU1058973592,05-May-23,USD,177.61,EUR,5097445573.15,
Robeco BP Global Premium Equities I USD,LU1048590118,05-May-23,USD,179.16,EUR,5097445573.15,
Robeco BP Global Premium Equities M USD,LU1260076804,05-May-23,USD,142.28,EUR,5097445573.15,
Robeco BP Global Premium Equities M2H EUR,LU1874123661,05-May-23,EUR,112.48,EUR,5097445573.15,
Robeco BP Global Premium Equities KE GBP,LU2408968852,05-May-23,GBP,105.16,EUR,5097445573.15,
Robeco BP Global Premium Equities KE USD,LU2408970320,05-May-23,USD,99.25,EUR,5097445573.15,
Robeco QI Global Multi-Factor Credits CH EUR,LU1246236340,05-May-23,EUR,81.56,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits FH EUR,LU1235145304,05-May-23,EUR,101.24,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits IH EUR,LU1235145213,05-May-23,EUR,101.91,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits IH GBP,LU1235144752,05-May-23,GBP,110.13,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits IH JPY,LU1685737667,05-May-23,JPY,9411.84,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits IH USD,LU1235145056,05-May-23,USD,118.54,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits ZH EUR,LU1821197255,05-May-23,EUR,99.45,EUR,1034099400.91,
Robeco QI Global Multi-Factor Credits ZBH GBP,LU2539431572,05-May-23,GBP,105.28,EUR,1034099400.91,
Robeco QI Global Developed Multi-Factor Equities D EUR,LU1277577125,05-May-23,EUR,166.86,EUR,265186030.55,
Robeco QI Global Developed Multi-Factor Equities I EUR,LU1277577398,05-May-23,EUR,173.68,EUR,265186030.55,
Robeco QI Global Developed Multi-Factor Equities D USD,LU1277577471,05-May-23,USD,162.54,EUR,265186030.55,
Robeco QI Global Developed Multi-Factor Equities I USD,LU1277577638,05-May-23,USD,107.58,EUR,265186030.55,
Robeco High Yield Bonds DH EUR,LU0085136942,05-May-23,EUR,148.70,EUR,7225667396.09,
Robeco High Yield Bonds BH EUR,LU0454740118,05-May-23,EUR,19.65,EUR,7225667396.09,
Robeco High Yield Bonds CH EUR,LU0871827548,05-May-23,EUR,80.41,EUR,7225667396.09,
Robeco High Yield Bonds D EUR,LU1362999481,05-May-23,EUR,141.01,EUR,7225667396.09,
Robeco High Yield Bonds EH EUR,LU0243182812,05-May-23,EUR,86.09,EUR,7225667396.09,
Robeco High Yield Bonds FH EUR,LU0792910563,05-May-23,EUR,151.18,EUR,7225667396.09,
Robeco High Yield Bonds GH EUR,LU0940004756,05-May-23,EUR,86.71,EUR,7225667396.09,
Robeco High Yield Bonds IH EUR,LU0227757233,05-May-23,EUR,235.84,EUR,7225667396.09,
Robeco High Yield Bonds IBxH EUR,LU1718492413,05-May-23,EUR,86.08,EUR,7225667396.09,
Robeco High Yield Bonds IEH EUR,LU0779184851,05-May-23,EUR,89.76,EUR,7225667396.09,
Robeco High Yield Bonds ZH EUR,LU0301741434,05-May-23,EUR,229.03,EUR,7225667396.09,
Robeco High Yield Bonds BxH AUD,LU1036586086,05-May-23,AUD,79.60,EUR,7225667396.09,
Robeco High Yield Bonds DH AUD,LU1685736263,05-May-23,AUD,108.50,EUR,7225667396.09,
Robeco High Yield Bonds DH CHF,LU0677789876,05-May-23,CHF,141.29,EUR,7225667396.09,
Robeco High Yield Bonds FH CHF,LU1408526439,05-May-23,CHF,115.74,EUR,7225667396.09,
Robeco High Yield Bonds IH CHF,LU0821169405,05-May-23,CHF,140.88,EUR,7225667396.09,
Robeco High Yield Bonds ZH CAD,LU1346205286,05-May-23,CAD,152.91,EUR,7225667396.09,
Robeco High Yield Bonds I EUR,LU1736382489,05-May-23,EUR,123.11,EUR,7225667396.09,
Robeco High Yield Bonds FH GBP,LU1233758827,05-May-23,GBP,127.44,EUR,7225667396.09,
Robeco High Yield Bonds IH GBP,LU1493700568,05-May-23,GBP,118.80,EUR,7225667396.09,
Robeco High Yield Bonds BxH HKD,LU1664414981,05-May-23,HKD,87.04,EUR,7225667396.09,
Robeco High Yield Bonds BxH RMB,LU1089192303,05-May-23,CNH,85.33,EUR,7225667396.09,
Robeco High Yield Bonds BxH USD,LU0823114243,05-May-23,USD,86.72,EUR,7225667396.09,
Robeco High Yield Bonds CH USD,LU1618351966,05-May-23,USD,93.83,EUR,7225667396.09,
Robeco High Yield Bonds D3H USD,LU1440725296,05-May-23,USD,84.70,EUR,7225667396.09,
Robeco High Yield Bonds DH USD,LU0594695099,05-May-23,USD,180.15,EUR,7225667396.09,
Robeco High Yield Bonds FH USD,LU1618352188,05-May-23,USD,122.10,EUR,7225667396.09,
Robeco High Yield Bonds IH USD,LU0398248921,05-May-23,USD,322.65,EUR,7225667396.09,
Robeco High Yield Bonds IEH USD,LU0716562250,05-May-23,USD,104.24,EUR,7225667396.09,
Robeco High Yield Bonds I USD,LU0990544842,05-May-23,USD,143.45,EUR,7225667396.09,
Robeco High Yield Bonds M2H USD,LU1618352006,05-May-23,USD,111.70,EUR,7225667396.09,
Robeco High Yield Bonds M3H USD,LU1618352261,05-May-23,USD,82.03,EUR,7225667396.09,
Robeco High Yield Bonds MH USD,LU0910073120,05-May-23,USD,148.30,EUR,7225667396.09,
Robeco High Yield Bonds ZH USD,LU1521667458,05-May-23,USD,135.90,EUR,7225667396.09,
Robeco High Yield Bonds IBxH USD,LU1479032606,05-May-23,USD,96.81,EUR,7225667396.09,
Robeco High Yield Bonds IExH USD,LU1017436087,05-May-23,USD,100.60,EUR,7225667396.09,
Robeco High Yield Bonds Z2H USD,LU1739948344,05-May-23,USD,122.12,EUR,7225667396.09,
Robeco High Yield Bonds IBH CHF,LU1945299888,05-May-23,CHF,91.05,EUR,7225667396.09,
Robeco High Yield Bonds D2H USD,LU1994987979,05-May-23,USD,106.73,EUR,7225667396.09,
Robeco High Yield Bonds 0DH EUR,LU0545439217,05-May-23,EUR,145.57,EUR,7225667396.09,
Robeco High Yield Bonds 0EH EUR,LU0606904307,05-May-23,EUR,77.62,EUR,7225667396.09,
Robeco High Yield Bonds 0FH EUR,LU0792910993,05-May-23,EUR,141.20,EUR,7225667396.09,
Robeco High Yield Bonds 0IH EUR,LU0570123827,05-May-23,EUR,149.84,EUR,7225667396.09,
Robeco High Yield Bonds 0IH CHF,LU0988110366,05-May-23,CHF,119.24,EUR,7225667396.09,
Robeco High Yield Bonds 0CH GBP,LU1048590548,05-May-23,GBP,80.33,EUR,7225667396.09,
Robeco High Yield Bonds 0DH USD,LU0594695172,05-May-23,USD,158.72,EUR,7225667396.09,
Robeco High Yield Bonds 0IH USD,LU0579622084,05-May-23,USD,171.92,EUR,7225667396.09,
Robeco High Yield Bonds 0MH USD,LU0910072742,05-May-23,USD,137.82,EUR,7225667396.09,
Robeco High Yield Bonds 0BxH AUD,LU1036585864,05-May-23,AUD,81.82,EUR,7225667396.09,
Robeco High Yield Bonds 0BxH RMB,LU1089192568,05-May-23,CNH,86.24,EUR,7225667396.09,
Robeco High Yield Bonds 0BxH USD,LU1036586672,05-May-23,USD,84.23,EUR,7225667396.09,
Robeco High Yield Bonds 0D3H USD,LU1440725379,05-May-23,USD,90.23,EUR,7225667396.09,
Robeco High Yield Bonds 0IEH USD,LU0864988638,05-May-23,USD,89.90,EUR,7225667396.09,
Robeco Indian Equities D EUR,LU0491217419,05-May-23,EUR,272.26,EUR,123672216.85,
Robeco Indian Equities F EUR,LU0971565493,05-May-23,EUR,376.88,EUR,123672216.85,
Robeco Indian Equities D USD,LU0571488617,05-May-23,USD,231.31,EUR,123672216.85,
Robeco QI Global Momentum Equities D EUR,LU1048590381,05-May-23,EUR,183.36,EUR,20539521.80,
Robeco QI Global Momentum Equities F EUR,LU1025005122,05-May-23,EUR,221.99,EUR,20539521.80,
Robeco QI Global Momentum Equities I EUR,LU0803250884,05-May-23,EUR,268.76,EUR,20539521.80,
Robeco QI US Conservative Equities D EUR,LU1045434567,05-May-23,EUR,220.53,USD,115303325.46,
Robeco QI US Conservative Equities I EUR,LU1045435887,05-May-23,EUR,230.71,USD,115303325.46,
Robeco QI US Conservative Equities IH EUR,LU1408526272,05-May-23,EUR,137.23,USD,115303325.46,
Robeco QI US Conservative Equities D USD,LU1439788933,05-May-23,USD,144.55,USD,115303325.46,
Robeco QI US Conservative Equities G USD,LU1113137761,05-May-23,USD,131.64,USD,115303325.46,
Robeco QI US Conservative Equities I USD,LU1408526868,05-May-23,USD,157.69,USD,115303325.46,
Robeco Sustainable Property Equities B EUR,LU0454739706,05-May-23,EUR,15.37,EUR,374495875.08,
Robeco Sustainable Property Equities C EUR,LU0940004673,05-May-23,EUR,120.85,EUR,374495875.08,
Robeco Sustainable Property Equities D EUR,LU0187079180,05-May-23,EUR,177.33,EUR,374495875.08,
Robeco Sustainable Property Equities F EUR,LU0792910647,05-May-23,EUR,178.81,EUR,374495875.08,
Robeco Sustainable Property Equities I EUR,LU0234965001,05-May-23,EUR,193.68,EUR,374495875.08,
Robeco Sustainable Property Equities IH EUR,LU0858443343,05-May-23,EUR,151.28,EUR,374495875.08,
Robeco Sustainable Property Equities D USD,LU0594694951,05-May-23,USD,124.97,EUR,374495875.08,
Robeco Sustainable Property Equities I USD,LU1124238269,05-May-23,USD,133.43,EUR,374495875.08,
Robeco Sustainable Property Equities M USD,LU0699433222,05-May-23,USD,154.94,EUR,374495875.08,
Robeco Sustainable Property Equities IE EUR,LU2091213442,05-May-23,EUR,9317.24,EUR,374495875.08,
Robeco Sustainable Property Equities Z GBP,LU2539432620,05-May-23,GBP,98.90,EUR,374495875.08,
Robeco QI Chinese A-share Active Equities I EUR,LU1675172008,05-May-23,EUR,122.21,CNH,829276835.83,
Robeco QI Chinese A-share Active Equities Z EUR,LU1675172180,05-May-23,EUR,128.10,CNH,829276835.83,
Robeco QI Chinese A-share Active Equities I USD,LU1675172263,05-May-23,USD,116.12,CNH,829276835.83,
Robeco QI Dynamic High Yield CH EUR,LU1233758744,05-May-23,EUR,88.58,EUR,176102927.82,
Robeco QI Dynamic High Yield EH EUR,LU1152268865,05-May-23,EUR,79.61,EUR,176102927.82,
Robeco QI Dynamic High Yield IH EUR,LU1045433247,05-May-23,EUR,133.55,EUR,176102927.82,
Robeco QI Dynamic High Yield IH USD,LU1102563613,05-May-23,USD,147.19,EUR,176102927.82,
Robeco QI Dynamic High Yield IH GBP,LU2097790211,05-May-23,GBP,101.74,EUR,176102927.82,
Robeco QI Dynamic High Yield IBH GBP,LU2258287098,05-May-23,GBP,89.20,EUR,176102927.82,
Robeco QI Global Developed Sustainable Enhanced Index Equities I CHF,LU1793227817,05-May-23,CHF,130.34,EUR,373142044.47,
Robeco QI Global Developed Sustainable Enhanced Index Equities D EUR,LU1123620707,05-May-23,EUR,105.69,EUR,373142044.47,
Robeco QI Global Developed Sustainable Enhanced Index Equities F EUR,LU1123623123,05-May-23,EUR,224.47,EUR,373142044.47,
Robeco QI Global Developed Sustainable Enhanced Index Equities I EUR,LU1036586912,05-May-23,EUR,230.33,EUR,373142044.47,
Robeco QI Global Developed Sustainable Enhanced Index Equities Z EUR,LU0984339456,05-May-23,EUR,248.44,EUR,373142044.47,
Robeco QI Global Developed Sustainable Enhanced Index Equities I USD,LU1994987896,05-May-23,USD,134.63,EUR,373142044.47,
Robeco QI Global Developed Sustainable Enhanced Index Equities ZB AUD,LU2400458423,05-May-23,AUD,100.19,EUR,373142044.47,
Robeco QI Customized Emerging Markets Enhanced Index Equities I Z USD,LU1493735606,05-May-23,USD,135.60,USD,105934273.21,
Robeco QI Global Quality Equities F EUR,LU1522102133,05-May-23,EUR,172.63,EUR,49583498.74,
Robeco QI Global Quality Equities I EUR,LU1522101671,05-May-23,EUR,172.79,EUR,49583498.74,
Robeco QI Global Quality Equities I USD,LU1549401039,05-May-23,USD,176.96,EUR,49583498.74,
Robeco BP US Select Opportunities Equities DH CHF,LU1193126635,05-May-23,CHF,136.49,USD,634629593.16,
Robeco BP US Select Opportunities Equities FH CHF,LU1278322422,05-May-23,CHF,156.50,USD,634629593.16,
Robeco BP US Select Opportunities Equities D EUR,LU0975848937,05-May-23,EUR,263.39,USD,634629593.16,
Robeco BP US Select Opportunities Equities F EUR,LU1278322349,05-May-23,EUR,192.99,USD,634629593.16,
Robeco BP US Select Opportunities Equities I EUR,LU0975848853,05-May-23,EUR,286.58,USD,634629593.16,
Robeco BP US Select Opportunities Equities DH EUR,LU0674140040,05-May-23,EUR,278.42,USD,634629593.16,
Robeco BP US Select Opportunities Equities FH EUR,LU0971565063,05-May-23,EUR,191.21,USD,634629593.16,
Robeco BP US Select Opportunities Equities IH EUR,LU0674139976,05-May-23,EUR,196.79,USD,634629593.16,
