Umbrella_Name,Fund_Name,Fund_Class,Valuation_Date,BASECurrency,QUOTCurrency,NAV_per_unit,Previous_NAV_per_unit,Change_in_NAV_per_unit,Change_Percent_in_NAV_per_unit,Client_Offer_Price,Client_Offer_Percentage,Income_Aktien,Total_NAV_per_Class_Base_Ccy,Total_Net_Assets_per_Class_MIL,Units_In_Issue,DIV_Flag,Cutas,FT,ISIN,BloombergTicker,VN,FMSedols,ISESedols,EuroClearCedel,Bundesamt,Sicovam,AFCCodes,WKN,Annualised_1_Day_Yield,clio_fund_id,Distribution_rate_per_share,Accum_Deemed_Distrib,Cap_Per_Unit,Inc_Per_Unit,Fund_Title,IFAST_account_number,IFAST_account_class,Income_Zwish,Unrounded_Quotations_NAV,Unrounded_Base_NAV,Exchange_Rate,ExpenseRatio,DividendtoMonthMethod,FundType,AccrualDate,MillRate,DailyDividend,DividendMonthtodate,DayYield1,DayYield7,DayYield30,MCH_account_number,MCH_account_class,Income_IG,Total_NAV_Per_Fund,AG2,TIS,TID,CUSIP,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,F CLASS INCOME UNITS,05/05/2023,USD,USD,8.4732,8.4591,.01,.17,,,.00,951.55,.00,112.301,,,,IE00BJLTWV31,PRFUEMF ID,,,BJLTWV3,,,,,A2PXJZ,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.473210,8.473210,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,A2 Class Income Plus Units,05/05/2023,USD,USD,8.9889,8.9740,.01,.17,,,.00,5325249.34,5.33,592424.711,,,,IE00BKHY2863,PFUA2PU ID,,,BKHY286,,,,,A2PZ2Q,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.988905,8.988905,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,GBP Hedged I Class Accumulation Units,05/05/2023,USD,GBP,8.4521,8.4382,.01,.16,,,.00,1578902.97,1.58,148064.631,,,,IE00BD2ZKY71,PGFUGHI ID,,,BD2ZKY7,,,,,A2JMBY,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.452112,10.663607,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged A Class Accumulation Units,05/05/2023,USD,EUR,10.0305,10.0145,.02,.16,,,.00,22642752.91,22.64,2050993.149,,,,IE00BD2ZKT29,PGFUEAA ID,,,BD2ZKT2,,,,,A2PBCS,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.030542,11.039897,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged I2 Class Accumulation Units,05/05/2023,USD,EUR,8.7237,8.7095,.01,.16,,,.00,29452363.16,29.45,3067454.550,,,,IE00BYP54Q15,PGFHI2A ID,,,BYP54Q1,,,,,A2H9S1,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.723714,9.601565,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged I2 Class Income Units,05/05/2023,USD,EUR,6.4873,6.4767,.01,.16,,,.00,71263679.28,71.26,9980757.000,,,,IE00BYP54R22,PGFEHI2 ID,,,BYP54R2,,,,,A2JMB0,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,6.487303,7.140108,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,A Class Income Units,05/05/2023,USD,USD,8.3142,8.3004,.01,.17,,,.00,153484.78,.15,18460.635,,,,IE00BD2ZKS12,PREFAUH ID,,,BD2ZKS1,,,,,A2QMWP,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.314166,8.314166,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged A2 Class Income Units ,05/05/2023,USD,EUR,7.6500,7.6379,.01,.16,,,.00,140539.98,.14,16691.703,,,,IE00BD5DFN25,PGFEA2H ID,,,BD5DFN2,,,,,A2PBCV,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,7.649951,8.419751,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,GBP Hedged I2 Class Income Units,05/05/2023,USD,GBP,8.9215,8.9071,.01,.16,,,.00,69787865.41,69.79,6200192.929,,,,IE00BYP54X81,PGFGHI2 ID,,,BYP54X8,,,,,A2PAKQ,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.921458,11.255757,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,CHF Hedged A Class Accumulation Units,05/05/2023,USD,CHF,8.5988,8.5856,.01,.15,,,.00,4461606.78,4.46,463159.108,,,,IE00BD2ZL442,PGFUCHA ID,,,BD2ZL44,,,,,A2PBCU,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.598797,9.632989,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged N Class Accumulation Units,05/05/2023,USD,EUR,10.3034,10.2868,.02,.16,,,.00,52323223.34,52.32,4613936.569,,,,IE00BYP55026,PGFUEHN ID,,,BYP5502,,,,,A2PBCT,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.303441,11.340256,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,SGD Hedged A Class Income Units,05/05/2023,USD,SGD,8.2602,8.2468,.01,.16,,,.00,200115.56,.20,32114.846,,,,IE00BD2ZLC27,PFEMFAS ID,,,BD2ZLC2,,,,,A2PB70,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.260175,6.231248,1.325605,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,SGD Hedged N Class Income Units,05/05/2023,USD,SGD,8.8434,8.8290,.01,.16,,,.00,16531.31,.02,2478.000,,,,IE00BYP55D50,PFUEMFN ID,,,BYP55D5,,,,,A2PB71,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.843419,6.671231,1.325605,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,CHF Hedged A Class Income Units,05/05/2023,USD,CHF,8.1563,8.1434,.01,.16,,,.00,606406.01,.61,66366.337,,,,IE00BD2ZL558,PFUEMFA ID,,,BD2ZL55,,,,,A2PB72,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.156283,9.137253,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,CHF Hedged N Class Accumulation Units,05/05/2023,USD,CHF,9.7075,9.6918,.02,.16,,,.00,13539169.13,13.54,1244972.458,,,,IE00BYP55356,PFEMFNC ID,,,BYP5535,,,,,A2PB73,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.707534,10.875075,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,GBP Hedged I2 Class Accumulation Units,05/05/2023,USD,GBP,10.4714,10.4542,.02,.16,,,.00,59362.74,.06,4493.361,,,,IE00BYP54T46,PGFI2GH ID,,,BYP54T4,,,,,A2PB74,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,10.471376,13.211211,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged I Class Income Units,05/05/2023,USD,EUR,8.2806,8.2672,.01,.16,,,.00,3244465.31,3.24,355990.326,,,,IE00BD2ZKX64,PGFUEMI ID,,,BD2ZKX6,,,,,A2PGS9,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.280648,9.113914,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,CHF Hedged I Class Income Units,05/05/2023,USD,CHF,8.1589,8.1456,.01,.16,,,.00,161354.04,.16,17653.191,,,,IE00BD2ZL004,PGFUEIH ID,,,BD2ZL00,,,,,A2PJ5T,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.158931,9.140219,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged I Class Accumulation Units,05/05/2023,USD,EUR,9.9212,9.9052,.02,.16,,,.00,160161671.27,160.16,14667352.115,,,,IE00BD2ZKW57,PRFUMIH ID,,,BD2ZKW5,,,,,A2PFJM,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.921247,10.919604,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,Euro Hedged N Class Income Units,05/05/2023,USD,EUR,8.2582,8.2448,.01,.16,,,.00,997205.59,1.00,109713.540,,,,IE00BYP55240,PGFUENA ID,,,BYP5524,,,,,A2PGR6,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.258171,9.089175,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EURO HEDGED I3 ACCUMULATION UNITS,05/05/2023,USD,EUR,9.5858,9.5702,.02,.16,,,.00,173802455.21,173.80,16473515.432,,,,IE00BKDW9L67,PGFUEEH ID,,,BKDW9L6,,,,,A2PN0U,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.585814,10.550417,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,STERLING HEDGED I3 ACCUMULATION UNITS,05/05/2023,USD,GBP,9.9314,9.9153,.02,.16,,,.00,1695770.62,1.70,135337.093,,,,IE00BKDW9S37,PGFUGHA ID,,,BKDW9S3,,,,,A2PN0V,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.931421,12.529977,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,CHF Hedged I Class Accumulation Units,05/05/2023,USD,CHF,9.3289,9.3138,.02,.16,,,.00,36146887.95,36.15,3458730.766,,,,IE00BD2ZL111,PRMFIIC ID,,,BD2ZL11,,,,,A2PTK1,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.328907,10.450911,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR HEDGED I3 INCOME UNITS,05/05/2023,USD,EUR,9.9504,9.9342,.02,.16,,,.00,32289908.78,32.29,2948403.032,,,,IE00BKDW9M74,PRFUI3H ID,,,BKDW9M7,,,,,A2PR4Q,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.950373,10.951660,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,Euro Hedged A Class Income Units,05/05/2023,USD,EUR,8.0561,8.0432,.01,.16,,,.00,2266716.02,2.27,255642.873,,,,IE00BD2ZKV41,PRMFIAH ID,,,BD2ZKV4,,,,,A2PUNW,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.056062,8.866729,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,P2 CLASS INCOME PLUS UNITS,05/05/2023,USD,USD,8.5394,8.5251,.01,.17,,,.00,407392.54,.41,47707.414,,,,IE00BN2BF732,PREFIP2 ID,,,BN2BF73,,,,,A2QGC5,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.539397,8.539397,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,N CLASS ACC GBP HEDGED,05/05/2023,USD,GBP,8.9526,8.9379,.01,.16,,,.00,828374.85,.83,73340.000,,,,IE00BYP54Y98,PRBCEAU ID,,,BYP54Y9,,,,,A2QDPB,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.952557,11.294994,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,EUR Hedged A2 Class Income Plus Units,05/05/2023,USD,EUR,8.5462,8.5325,.01,.16,,,.00,1074096.88,1.07,114190.540,,,,IE00BKHY2970,PFUA2PE ID,,,BKHY297,,,,,A2PZ2R,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.546194,9.406181,.908572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,SGD Hedged A2 Class Income Plus Units,05/05/2023,USD,SGD,8.8971,8.8827,.01,.16,,,.00,3172387.14,3.17,472665.542,,,,IE00BKHY2B97,PFA2PSH ID,,,BKHY2B9,,,,,A2PZ2S,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.897059,6.711695,1.325605,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,Japanese Yen Hedged I Class Accumulation Units,05/05/2023,USD,JPY,917.5725,916.0985,1.47,.16,,,.00,2170311.34,2.17,319063.741,,,,IE00BD2ZL889,PREFIIJ ID,,,BD2ZL88,,,,,A2QBB8,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,917.572462,6.802125,134.894979,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,SINGAPORE DOLLAR HEDGED I3 INCOME UNITS,05/05/2023,USD,SGD,8.6962,8.6820,.01,.16,,,.00,3998504.02,4.00,609512.791,,,,IE00BKDW9R20,PRFI3SH ID,,,BKDW9R2,,,,,A2P66E,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,8.696189,6.560164,1.325605,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,CHF HEDGED I3 ACCUMULATION UNITS,05/05/2023,USD,CHF,9.4059,9.3905,.02,.16,,,.00,195917.00,.20,18592.941,,,,IE00BKDW9V65,PRFI3CH ID,,,BKDW9V6,,,,,A2QGVY,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.405907,10.537171,.892641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,Canadian Dollar I2 Class Income Units,05/05/2023,USD,CAD,9.9263,10.0198,-.09,-.93,,,.00,62785623.16,62.79,8500000.000,,,,IE000QUPG8X4,,,,,,,,,,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.926300,7.386544,1.343835,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Finisterre Uncon EM Fixed Income Fund,I2 Class Income Units,05/05/2023,USD,USD,9.2127,9.1972,.02,.17,,,.00,16382521.81,16.38,1778250.141,,,,IE00BYP54P08,PGFUI2I ID,,,BYP54P0,,,,,A2JRGZ,,,,,,,PGIF Finisterre Uncon EM Fixed Income Fund,,,.0000,9.212721,9.212721,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,1481083637,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,USD I Class Accumulation,05/05/2023,USD,USD,14.15,13.90,.25,1.80,,,.00,77269723.53,77.27,5459737.624,,,,IE00BKDSD120,PUBCIAU ID,,,BKDSD12,,,,,A2PQN6,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,14.152644,14.152644,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,N Class Income Units,05/05/2023,USD,USD,9.87,9.69,.18,1.86,,,.00,89627.19,.09,9084.726,,,,IE00BKFHVS02,PRBCENU ID,,,BKFHVS0,,,,,A2QHPP,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,9.865701,9.865701,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,I2 Class Accumulation Units,05/05/2023,USD,USD,7.78,7.65,.13,1.70,,,.00,778.33,.00,100.000,,,,IE00BKFHVP70,PRBCEIU ID,,,BKFHVP7,,,,,A3CXA6,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,7.783300,7.783300,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,I2 Class Income Units,05/05/2023,USD,USD,7.78,7.64,.14,1.83,,,.00,778.33,.00,100.009,,,,IE00BKFHVQ87,PRBCEI2 ID,,,BKFHVQ8,,,,,A3CXA7,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,7.782600,7.782600,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,A Class Accumulation Units,05/05/2023,USD,USD,10.59,10.40,.19,1.83,,,.00,30197.97,.03,2852.294,,,,IE00BKFHTJ72,PRGBCEA ID,,,BKFHTJ7,,,,,A2QGRX,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,10.587257,10.587257,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,D Class Accumulation Units,05/05/2023,USD,USD,11.13,10.94,.19,1.74,,,.00,3366600.40,3.37,302347.383,,,,IE00BKFHVJ11,PUSBCDU ID,,,BKFHVJ1,,,,,A2P7NP,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,11.134875,11.134875,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,GBP N Class Accumulation Units,05/05/2023,USD,GBP,8.28,8.16,.12,1.47,,,.00,758.30,.00,72.608,,,,IE00BKFHW433,PRBCENG ID,,,BKFHW43,,,,,A3CXBJ,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,8.277853,10.443753,.792613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,F Class Accumulation Units,05/05/2023,USD,USD,10.99,10.80,.19,1.76,,,.00,1099.37,.00,100.000,,,,IE00BKFHVL33,PUSBCFU ID,,,BKFHVL3,,,,,A2P7NQ,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,10.993700,10.993700,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,N Class Accumulation Units,05/05/2023,USD,USD,11.34,11.14,.20,1.80,,,.00,1950590.96,1.95,172023.408,,,,IE00BKFHVR94,PUSBCNU ID,,,BKFHVR9,,,,,A2P7NR,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,11.339102,11.339102,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF U.S Blue Chip Equity Fund,D Class Income Units,05/05/2023,USD,USD,9.72,9.54,.18,1.89,,,.00,971.60,.00,100.000,,,,IE00BKFHVK26,PRBCEDU ID,,,BKFHVK2,,,,,A2QHPN,,,,,,,PGIF U.S Blue Chip Equity Fund,,,.0000,9.716000,9.716000,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,82711126,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Asian High Yield Fund,D2 Class Income Units,05/05/2023,USD,USD,5.6834,5.7013,-.02,-.31,,,.00,1523379.65,1.52,268040.262,,,,IE00BK1X4P03,PRAHYDU ID,,,BK1X4P0,,,,,A2PX19,,,,,,,PGIF Asian High Yield Fund,,,.0000,5.683399,5.683399,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,36141776,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Asian High Yield Fund,A2 Class Income Units,05/05/2023,USD,USD,7.0470,7.0692,-.02,-.31,,,.00,831.64,.00,118.013,,,,IE00BK1X4L64,PRAHYAU ID,,,BK1X4L6,,,,,A3CW86,,,,,,,PGIF Asian High Yield Fund,,,.0000,7.047020,7.047020,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,36141776,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Asian High Yield Fund,I Class Acc Units,05/05/2023,USD,USD,7.8864,7.9110,-.02,-.31,,,.00,32899255.56,32.90,4171670.402,,,,IE00BK1X4S34,PRAHYIU ID,,,BK1X4S3,,,,,A2PX2A,,,,,,,PGIF Asian High Yield Fund,,,.0000,7.886351,7.886351,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,36141776,.000000000,.000000,.000000000,,EndofRow,
PRINCIPAL GLOBAL INVESTOR FUNDS,PGIF Asian High Yield Fund,D2 CLASS INCOME PLUS UNITS,05/05/2023,USD,USD,6.3478,6.3678,-.02,-.31,,,.00,141909.34,.14,22355.824,,,,IE00BK5LYV68,PAHD2PU ID,,,BK5LYV6,,,,,A2P5B5,,,,,,,PGIF Asian High Yield Fund,,,.0000,6.347757,6.347757,1.000000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,0,36141776,.000000000,.000000,.000000000,,EndofRow,
